institution,credit_code,category,pillar,credit_name,indicator,section,field,value,units,value_numeric,value_type,links
University College Cork,EN-4,EN,Context,Sustainability Culture Assessment,4.1 Sustainability culture assessment design and administration,,Description of the institution’s recent sustainability culture assessment findings and any notable trends,"An interesting finding was that while participants cited waste reduction activites as the ones that thye engage with most frequently, SDG 12 (Sustainable Consumption and Production) still came out as the SDG that they thought required the most action by the insitution. This reflect a trend that has long been noted, that waste as an aspect that is particularly visable tends to get a lot of attention. SDG 13 was the second most cited as requiring further action from the University. An interesting finding was that, alongside environmental aspects of sustainability, many particpants viewed fair working conditions for staff as being equally important, demonstrating a need for the University to perhaps become more alinged in terms of its actions on environmental and social sustainability. The main barriers to action highlighted were resistance to change and a lack of awareness and concern.",,,text_long,
University College Cork,EN-4,EN,Context,Sustainability Culture Assessment,4.1 Sustainability culture assessment design and administration,,Is the culture assessment designed and administered in such a way that the results can be used to measure change over time?,Yes,,,boolean,
University College Cork,EN-4,EN,Context,Sustainability Culture Assessment,4.1 Sustainability culture assessment design and administration,,Description of how the design and administration of the sustainability culture assessments supports the measurement of change over time,"As part of this project a post awareness survey was also designed by the project partners. The survey consists of multiple-choice questions, a selection of which relate specifically to University actions on sustainability, including what particpiants engage with most actively and what actions they think the University should prioritise.",,,text_long,
University College Cork,EN-4,EN,Context,Sustainability Culture Assessment,4.1 Sustainability culture assessment design and administration,,Points earned for indicator EN 4.1,1,,1.0,number,
University College Cork,EN-4,EN,Context,Sustainability Culture Assessment,4.2 Percentage of students assessed for sustainability culture,,"Percentage of students assessed for sustainability culture, either directly or by representative sample",1 to 24,,,text,
University College Cork,EN-4,EN,Context,Sustainability Culture Assessment,4.2 Percentage of students assessed for sustainability culture,,Description of the process used to measure or estimate the percentage of students assessed for sustainability culture,The total number of survey respondents was divided by the total student population.,,,text,
University College Cork,EN-4,EN,Context,Sustainability Culture Assessment,4.2 Percentage of students assessed for sustainability culture,,Points earned for indicator EN 4.2,0.25,,0.25,number,
University College Cork,EN-4,EN,Context,Sustainability Culture Assessment,4.3 Percentage of employees assessed for sustainability culture,,"Percentage of employees assessed for sustainability culture, either directly or by representative sample",1 to 24,,,text,
University College Cork,EN-4,EN,Context,Sustainability Culture Assessment,4.3 Percentage of employees assessed for sustainability culture,,Description of the process used to measure or estimate the percentage of employees assessed for sustainability culture,The total number of survey respondents was divided by the total staffpopulation.,,,text,
University College Cork,EN-4,EN,Context,Sustainability Culture Assessment,4.3 Percentage of employees assessed for sustainability culture,,Points earned for indicator EN 4.3,0.25,,0.25,number,
University College Cork,EN-4,EN,Context,Sustainability Culture Assessment,Optional documentation,,Notes about the information provided for this credit,,,,not_reported,
