institution,credit_code,category,pillar,credit_name,section,field,value,units,value_numeric,value_type
"University of California, Berkeley",OP-5,OP,Environmental,Energy Use,Demand reduction,"Description of any cogeneration, solar thermal, geothermal, or similar technologies used by the institution that reduce the demand for non-renewable energy","At the center of Berkeley's current energy system is a gas-fired cogeneration plant, which is the primary source for electricity and heating for campus buildings. Built in 1987, the cogeneration plant produces both electricity and steam.",,,text_long
"University of California, Berkeley",OP-5,OP,Environmental,Energy Use,Demand reduction,"Electricity from on-site renewable systems, rights retained/retired","1,322.40",Megawatt-hours,1322.4,number
"University of California, Berkeley",OP-5,OP,Environmental,Energy Use,Demand reduction,Electricity from renewable sources,"17,917.70",Megawatt-hours,17917.7,number
"University of California, Berkeley",OP-5,OP,Environmental,Energy Use,Demand reduction,Renewable stationary fuels,0,Megawatt-hours,0.0,number
"University of California, Berkeley",OP-5,OP,Environmental,Energy Use,Demand reduction,Heating and cooling from off-site renewable sources,255.30,Megawatt-hours,255.3,number
"University of California, Berkeley",OP-5,OP,Environmental,Energy Use,Demand reduction,Annual renewable energy consumption,"18,173",Megawatt-hours,18173.0,number
"University of California, Berkeley",OP-5,OP,Environmental,Energy Use,Demand reduction,Percentage of energy from renewable sources,23.18,,23.18,number
"University of California, Berkeley",OP-5,OP,Environmental,Energy Use,Demand reduction,Points earned for indicator OP 5.3,0.70,,0.7,number
"University of California, Berkeley",OP-5,OP,Environmental,Energy Use,Demand reduction,On-site and/or third party certified renewable power,"8,275.40",Megawatt-hours,8275.4,number
"University of California, Berkeley",OP-5,OP,Environmental,Energy Use,Demand reduction,Percentage of electricity from on-site and/or third party certified renewable sources,17.33,,17.33,number
"University of California, Berkeley",OP-5,OP,Environmental,Energy Use,Demand reduction,Points earned for indicator OP 5.4,0.17,,0.17,number
"University of California, Berkeley",OP-5,OP,Environmental,Energy Use,Demand reduction,Notes about the information provided for this credit,UC's Portfolio Reporting Tool shows the CPP portfolio for the whole UC system: https://ucop.app.box.com/s/ylm89vhv6qk1zv8etlwktxff2sjm4t8l/file/1327935767112,,,text
"University of California, Berkeley",OP-5,OP,Environmental,Energy Use,Demand reduction,Additional documentation for this credit,,,,not_reported
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 1 and 2 GHG emissions inventory,Has the institution completed an inventory within the previous three years to quantify its scope 1 and scope 2 GHG emissions?,Yes,,,boolean
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 1 and 2 GHG emissions inventory,Copy of the institution’s GHG emissions inventory,,,,not_reported
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 1 and 2 GHG emissions inventory,Online location of the institution’s GHG emissions inventory,https://sustainability.berkeley.edu/carbon-solutions/greenhouse-gas-inventory,,,url
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 1 and 2 GHG emissions inventory,Performance year for scope 1 and 2 GHG emissions,2023,,2023.0,year
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 1 and 2 GHG emissions inventory,Description of the methodology or calculator used to conduct the scope 1 and 2 GHG emissions inventory,"UC Berkeley reports on ten emissions sources and analyzes emissions in three different categories: Scope 1 - Direct Emissions: natural gas from the campus cogeneration (heating and cooling) plant, purchased natural gas, emergency generators, campus fleet, emissions from refrigerants Scope 2 - Indirect Emissions: purchased electricity Scope 3 - Indirect Emissions: business air travel, student commute, faculty/staff commute, solid waste, water The campus reports its GHG inventory to both The Climate Registry and the California Air Resources Board (CARB). The UC Berkeley inventory includes all six major greenhouse gases. Scope 1 and 2 adhere to The Climate Registry protocol. Scope 3 emissions use Clean Air Cool Planet - Campus Carbon Calculator methodology/factors. The geographic boundary for the inventory is generally defined as those buildings central to the University mission and under operational control of the campus. This includes central campus buildings, student housing and off-central campus facilities owned by the University. The campus has performed LCA of emissions from procurement and construction on various occasions: http://sustainability.berkeley.edu/calcap/calcap-ghg-inventory",,,text_long
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 1 GHG emissions,Scope 1 GHG emissions from stationary combustion,"134,957",Metric tons of CO2 equivalent,134957.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 1 GHG emissions,Scope 1 GHG emissions from mobile combustion,"1,676",Metric tons of CO2 equivalent,1676.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 1 GHG emissions,Scope 1 GHG process emissions,,,,not_reported
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 1 GHG emissions,Scope 1 GHG fugitive emissions,76,Metric tons of CO2 equivalent,76.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 2 GHG emissions,Which of the following methods were used to quantify the institution’s scope 2 GHG emissions?,Market-based,,,text
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 2 GHG emissions,Scope 2 GHG emissions from off-site sources of electricity (market-based),"1,256",Metric tons of CO2 equivalent,1256.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 2 GHG emissions,Scope 2 GHG emissions from off-site sources of electricity (location-based),,,,not_reported
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 2 GHG emissions,Scope 2 GHG emissions from off-site sources of heating and cooling,0,Metric tons of CO2 equivalent,0.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 2 GHG emissions,Annual scope 1 GHG emissions,,,,not_reported
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 2 GHG emissions,Annual scope 2 GHG emissions,,,,not_reported
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 2 GHG emissions,Annual scope 1 and 2 GHG emissions,"137,965",Metric tons of CO2 equivalent,137965.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Biogenic emissions,Does the institution’s GHG emissions accounting method separate out biogenic emissions for disclosure purposes?,No,,,boolean
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Biogenic emissions,GHG emissions from biogenic sources,0,Metric tons of CO2 equivalent,0.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,"Within the previous three years, to what extent has the institution quantified its scope 3 GHG emissions from business travel?",Partial accounting,,,text
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Scope 3 GHG emissions from business travel,"19,913",Metric tons of CO2 equivalent,19913.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,"Within the previous three years, to what extent has the institution quantified its scope 3 GHG emissions from commuting?",Full accounting,,,text
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Scope 3 GHG emissions from commuting,"12,836",Metric tons of CO2 equivalent,12836.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,"Within the previous three years, to what extent has the institution quantified its scope 3 GHG emissions from purchased goods and services?",Not at all,,,text
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Scope 3 GHG emissions from purchased goods and services,,,,not_reported
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,"Within the previous three years, to what extent has the institution quantified its scope 3 GHG emissions from capital goods?",Partial accounting,,,text
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Scope 3 GHG emissions from capital goods,,,,not_reported
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,"Within the previous three years, to what extent has the institution quantified its scope 3 GHG emissions from fuel- and energy-related activities not included in scope 1 or scope 2?",Full accounting,,,text
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Scope 3 GHG emissions from fuel- and energy-related activities not included in scope 1 or scope 2,22,Metric tons of CO2 equivalent,22.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,"Within the previous three years, to what extent has the institution quantified its scope 3 GHG emissions from upstream transportation and distribution?",Not at all,,,text
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Scope 3 GHG emissions from upstream transportation and distribution,,,,not_reported
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,"Within the previous three years, to what extent has the institution quantified its scope 3 GHG emissions from waste generated in operations?",Full accounting,,,text
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Scope 3 GHG emissions from waste generated in operations,728,Metric tons of CO2 equivalent,728.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,"Within the previous three years, to what extent has the institution quantified its scope 3 GHG emissions in all other applicable categories identified in the GHG Protocol Scope 3 Standard?",Partial accounting,,,text
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Scope 3 GHG emissions from other applicable categories identified in the GHG Protocol Scope 3 Standard,,,,not_reported
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Description of the methodologies used to identify and account for the institution’s relevant scope 3 activities,"UC Berkeley collects voluntary survey data for commute emissions. Waste data is collected by Zero Waste Group. Water and wastewater are quantified through datasets requested from East Bay Municipal Utility District in Berkeley, California.",,,text_long
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Points earned for indicator OP 6.1,2.63,,2.63,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Peer group,Doctoral universities and research institutions,,,text
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Gross floor area of building space,"1,503,129.29",Square meters,1503129.29,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Annual scope 1 and 2 GHG emissions per unit of floor area,91.79,Kilograms per square meter,91.79,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Points earned for indicator OP 6.2,2.16,,2.16,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Full-time equivalent student enrollment,"44,578",,44578.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Full-time equivalent of employees,"13,678",,13678.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Full-time equivalent students and employees,"58,256",,58256.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Annual scope 1 and 2 GHG emissions per person,"2,368.25",Kilograms of CO2 equivalent,2368.25,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Scope 3 GHG emissions,Points earned for indicator OP 6.3,2.84,,2.84,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Carbon sinks,Third party certified carbon offsets,"4,858",Metric tons of CO2 equivalent,4858.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Carbon sinks,Description of the institution’s third party certified carbon offsets,"Each year, the University allocates offsets according to the total Greenhouse Gas (GHG) emissions under the Cap and Trade program by campus, with an adjustment for UC Davis and UC Davis Medical Center to account for operational control. This year the retired offset compliance instruments are from U.S. Forest Projects. Table 2 summarizes the offset retirement for each campus with Cap and Trade obligations. Communication with The Climate Registry (TCR) on December 6, 2017 (Appendix A) confirms that offsets used to meet a compliance program requirement can be used to report offsets to TCR and apply them to our inventory. Should there be any questions regarding UC submitting the offsets listed below, please feel free to contact Colin Mickle, Associate Director, Renewable Energy at UCOP. Link to the document: https://docs.google.com/document/d/1wLWmXXNl6kRKm-Y2AB9DFI0gmk_8FdVy/edit?usp=sharing&ouid=105826157914045237014&rtpof=true&sd=true",,,text_long
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Carbon sinks,Carbon storage from on-site composting,0.05,Metric tons of CO2 equivalent,0.05,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Carbon sinks,Description of the institution’s carbon storage from on-site composting,"As per Residential & Student Services Program in Berkeley Housing and Diniging, Chef Peter estimated about 400 pounds per year is composted internally. 400 poounds of food waste is 0.1814 metric tons. We may assume a standard emission factor of 0.25 MTCO2e per metric ton of food waste composted (methane emissions avoided by diverting from landfill). Avoided Methane Emissions (MTCO2e) are 0.0454 MTCO2e. Additionally, we can calculate a carbon sequestration factor. If compost is applied to gardens, add a carbon sequestration factor of ~0.05 MTCO2e per metric ton of compost applied, which makes it 0.0091 MTCO2e So, in total, composting 400 pounds of food waste annually avoids approximately 0.0545 MTCO2e (or 54.5 kg CO2e) each year. This calculation accounts for methane avoidance and optional carbon sequestration.",,,text_long
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Carbon sinks,Carbon sold or transferred,,,,not_reported
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Carbon sinks,Carbon storage from non-additional sequestration on institution-owned land,0.01,Metric tons of CO2 equivalent,0.01,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Does the institution have baseline scope 1 and 2 GHG emissions data?,Yes,,,boolean
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Copy of the institution’s baseline GHG emissions inventory,,,,not_reported
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Online location of the institution’s baseline GHG emissions inventory,https://sustainability.berkeley.edu/carbon-solutions/greenhouse-gas-inventory,,,url
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Baseline year for scope 1 and 2 GHG emissions,2019,,2019.0,year
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Narrative outlining when and why the GHG emissions baseline was adopted,"https://sustainability.berkeley.edu/carbon-solutions/greenhouse-gas-inventory 2019 was the last year that had ""Business As Usual"" Emissions before the global pandemic occurred.",,,url
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Baseline scope 1 and 2 GHG emissions,"147,623",Metric tons of CO2 equivalent,147623.0,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Net carbon sinks,"4,766.26",Metric tons of CO2 equivalent,4766.26,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Adjusted net scope 1 and 2 GHG emissions,"133,106.95",Metric tons of CO2 equivalent,133106.95,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Percentage reduction in scope 1 and 2 GHG emissions from baseline,9.83,,9.83,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Points earned for indicator OP 6.4,0.39,,0.39,number
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Notes about the information provided for this credit,"The Information for this section was provided by the Office of Sustainability, Residential & Student Services Program in Berkeley Housing and Diniging, and University of California, Office of the President.",,,text_long
"University of California, Berkeley",OP-6,OP,Environmental,Greenhouse Gas Emissions,Baseline emissions,Additional documentation for this credit,,,,not_reported
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Performance year for food and beverage purchasing,2024,,2024.0,year
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Percentage of food and beverage spend on products that are sustainably or ethically produced,23.40,,23.4,number
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Percentage of food and beverage spend on plant-based foods,34.30,,34.3,number
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Inventory of qualifying food and beverage purchases,UC_BERKELEY__2024_Sustainability_SpendFinalized.xlsx,,,text
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Description of the methodology used to determine the spend on products that are sustainably or ethically produced,"Analysis was completed by Shannen Casey, Sustainability Program Coordinator for the Residential & Student Services Programs department. A student team works to audit purchasing reports, and this year, investigated each supplier to confirm or deny the sustainability qualifications of each product with documented evidence, in accordance with 3.0 standards.",,,text_long
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Description of the methodology used to determine the spend on plant-based foods,"Analysis was completed by Shannen Casey, Sustainability Program Coordinator for the Residential & Student Services Programs department. A student team works to audit purchasing reports, and this year, investigated each supplier to confirm or deny the plant based qualifications of each product with documented evidence, in accordance with AASHE 3.0 standards.",,,text_long
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Points earned for indicator OP 7.1,3.46,,3.46,number
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Does the institution have sufficient data on its dining service spend to pursue this indicator?,Yes,,,boolean
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Performance year for social impact dining service purchasing,2024,,2024.0,year
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Percentage of dining service spend with social impact suppliers,10.46,,10.46,number
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Narrative and/or website URL providing an overview of the dining service program’s social impact suppliers,"We utilzie Supplier.io platform to validate the certifications of suppliers. The following certification were considered: Small Busines, Local Business, Minority-Owned Business, B-Corp, Woman-Owned Business, and Veteran-Owned Business.",,,text_long
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Description of the methodology used to determine the spend with social impact suppliers,We utilized Supplier.io database for certification information. Cream Co is a certified Small Business with the State of CA agency.,,,text
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Points earned for indicator OP 7.2,2,,2.0,number
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Notes about the information provided for this credit,Data was sourced from the Residential Student Services Program (RSSP) and Supplier.io website.,,,text
"University of California, Berkeley",OP-7,OP,Environmental,Dining Service Procurement,,Additional documentation for this credit,,,,not_reported
"University of California, Berkeley",OP-8,OP,Environmental,Food Recovery,,Does the institution donate surplus food to a food redistribution program on at least a monthly basis when its dining services are operational?,Yes,,,boolean
"University of California, Berkeley",OP-8,OP,Environmental,Food Recovery,,Narrative and/or website URL providing an overview of the institution’s surplus food donation program,"Berkeley Dining donates multiple times a week to the Basic Needs Center that feeds students and community members in need, as well as end of semester or large scale donations to the Berkeley Food Network that distributes food to community members. Last year Berkeley Dining donated over 15,000 pounds of food to the Basic Needs Center, and 2,000 pounds of food to community members. https://basicneeds.berkeley.edu/home",,,text_long
"University of California, Berkeley",OP-8,OP,Environmental,Food Recovery,,"Do the institution’s dining services divert pre-consumer food waste from disposal for processing and use as animal feed, compost, and/or biofuel?",Yes,,,boolean
"University of California, Berkeley",OP-8,OP,Environmental,Food Recovery,,Narrative and/or website URL providing an overview of the institution’s pre-consumer food waste diversion program,"Berkeley Dining's Clark Kerr Kitchen provides raw food scraps to the Student Environmental Resource Center's large vermicomposting bin student project on campus. Other scraps are collected with the post- consumer waste with the campus compost program, managed by Cal Zero Waste. Compost from campus goes to a compost facility in Richmond. https://dining.berkeley.edu/sustainability/waste-reduction/",,,text_long
"University of California, Berkeley",OP-8,OP,Environmental,Food Recovery,,"Do the institution’s dining services divert post-consumer food waste from disposal for processing and use as animal feed, compost, and/or biofuel?",Yes,,,boolean
"University of California, Berkeley",OP-8,OP,Environmental,Food Recovery,,Narrative and/or website URL providing an overview of the institution’s post-consumer food waste diversion program,"Post consumer waste is collected at the dish return in the all-you-care-to-eat dining halls and campus restaurants have the three-bin system including recycling, compost and landfill available for customers. The dining halls and campus restaurants compost all food waste and donate or reuse leftovers where possible. Compost from campus goes to a compost facility in Richmond. https://dining.berkeley.edu/sustainability/waste-reduction/",,,text_long
"University of California, Berkeley",OP-8,OP,Environmental,Food Recovery,,Do the institution’s dining services track and assess their food and organic materials management efforts on at least an annual basis to inform ongoing improvements?,Yes,,,boolean
"University of California, Berkeley",OP-8,OP,Environmental,Food Recovery,,Narrative and/or website URL providing an overview of the institution’s food and organic materials management tracking and assessment initiatives,"We manage and track food waste through Leanpath and have project plans in place to continue diverting waste, we also do not use landfill cans ever for food waste.",,,text
"University of California, Berkeley",OP-8,OP,Environmental,Food Recovery,,Points earned for indicator OP 8.1,2,,2.0,number
"University of California, Berkeley",OP-8,OP,Environmental,Food Recovery,,Notes about the information provided for this credit,"The Residential & Student Services Programs department, Basic Needs Center, Office of Sustainability",,,text
"University of California, Berkeley",OP-8,OP,Environmental,Food Recovery,,Additional documentation for this credit,,,,not_reported
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution have a published code of conduct to guide suppliers on the institution’s social and environmental expectations for them?,Yes,,,boolean
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Copy of the institution’s supplier code of conduct,,,,not_reported
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Online location of the institution’s supplier code of conduct,https://www.ucop.edu/procurement-services/for-ucstaff/sustainable-procurement/sustainableprocurementguidelines.pdf,,,url
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution’s supplier code of conduct include one or more expectations in regard to environmental impact that exceed or are additional to regulatory compliance?,Yes,,,boolean
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution’s supplier code of conduct include one or more expectations in regard to the treatment of workers that exceed or are additional to regulatory compliance?,Yes,,,boolean
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution’s supplier code of conduct include one or more expectations in regard to governance and ethical business practices that exceed or are additional to regulatory compliance?,Yes,,,boolean
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution’s supplier code of conduct include one or more expectations in regard to the advancement of sustainability in the supply chain?,Yes,,,boolean
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution’s supplier code of conduct include one or more expectations of monitoring and review?,Yes,,,boolean
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Points earned for indicator OP 9.1,1,,1.0,number
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution have sufficient data on its bid solicitations to pursue this indicator?,Yes,,,boolean
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Percentage of bid solicitations that identify product sustainability specifications,100,,100.0,number
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Percentage of bid solicitations that identify supplier sustainability considerations,100,,100.0,number
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Description of the methodology used to assess the institution’s bid solicitations,"100% of our RFPs include a minimum of 15% Sustainability considerations. UC Berkeley utilizes EcoVadis to assess sustainabiltiy characteristics of its suppliers and Sustainabiltiy Policy adn Guidelines to identify green products, which include requred and prefered sutainabiltiy certifications. https://procurement.ucop.edu/suppliers/what-sustainable-procurement-uc/policy Article 22 of T&C: https://drive.google.com/file/d/1sJeCxDVYffDUnm_Wck0WGf0eh5sV8V64/view?usp=sharing Sustainable Procurement Guidelines mandate 100% of RFP/RFQ comply with sustainability requirements. https://www.ucop.edu/procurement-services/for-ucstaff/sustainable-procurement/sustainableprocurementguidelines.pdf",,,text_long
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Online resource supporting the percentage of bid solicitations reported,https://smart.gep.com/publicRFx/ucal?oloc=215#/,,,url
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Document supporting the percentage of bid solicitations reported,uc-terms-conditions-12-14-21.pdf,,,text
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Points earned for indicator OP 9.2,2,,2.0,number
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Average weight assigned to product sustainability specifications in the institution’s bid appraisal process,10 percent or more,,,text
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Average weight assigned to supplier sustainability considerations in the institution’s bid appraisal process,10 percent or more,,,text
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Narrative outlining how the average weights given to sustainability considerations were determined,UC Berkeley goals are: Reduce carbon emissions and carbon impacts in the supply chain. 25 percent green spend and 25 percent economically and socially responsible spend in specific product categories. UC Berkeley is currently at 21% of addressable spend. Allocate a minimum of 15% of the points utilized in competitive solicitation evaluations to sustainability criteria. https://sustainability.berkeley.edu/our-performance/procurement,,,text_long
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Points earned for indicator OP 9.3,2,,2.0,number
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Does the institution have sufficient data on its contract spend to pursue this indicator?,Yes,,,boolean
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Performance year for contract spend,2024,,2024.0,year
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Local currency code,USD,,,text
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Total annual contract spend,"883,756,037",,883756037.0,number
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Annual contract spend with social impact suppliers,"124,777,112",,124777112.0,number
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Narrative and/or website URL providing an overview of the institution’s contracts with social impact suppliers,https://procurement.ucop.edu/resources/esrp,,,url
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Description of the methodology used to assess the institution’s contract spend with social impact suppliers,System-wide financial database is cross-referenced and enhanced with data from Supplier.io at a company level.,,,text
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Percentage of contract spend with social impact suppliers,14.12,,14.12,number
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Points earned for indicator 9.4,2,,2.0,number
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Notes about the information provided for this credit,UC Berkeley Purchasing Department,,,text
"University of California, Berkeley",OP-9,OP,Environmental,Sustainable Procurement System,,Additional documentation for this credit,,,,not_reported
"University of California, Berkeley",OP-10,OP,Environmental,Purchased Goods,,Local currency code,USD,,,text
"University of California, Berkeley",OP-10,OP,Environmental,Purchased Goods,,Does the institution have sufficient data on its cleaning product spend to pursue this indicator?,Yes,,,boolean
"University of California, Berkeley",OP-10,OP,Environmental,Purchased Goods,,Performance year for cleaning products spend,2024,,2024.0,year
"University of California, Berkeley",OP-10,OP,Environmental,Purchased Goods,,Total annual spend on cleaning products,"721,223",,721223.0,number
"University of California, Berkeley",OP-10,OP,Environmental,Purchased Goods,,Annual spend on cleaning products that meet preferable sustainability criteria,"427,215",,427215.0,number
"University of California, Berkeley",OP-10,OP,Environmental,Purchased Goods,,Annual spend on cleaning products that meet other qualifying sustainability criteria,0,,0.0,number
"University of California, Berkeley",OP-10,OP,Environmental,Purchased Goods,,List or sample of cleaning product purchases and the preferable and/or other qualifying criteria that each purchase meets,https://docs.google.com/spreadsheets/d/1Q_QjKTgrMtkXKoanjczgcS_jkCCm9Sqo/edit?gid=1070686249#gid=1070686249,,,url
